page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
 438  3654 mask      557   114  -       1   1  image  no     11246  0    72    72   57B 0.7%
 438  3655 image     722   212  rgb     3   8  jpeg   no     11250  0   102   102 31.9K 7.1%
 439  3656 image     557   804  rgb     3   8  jpeg   no     11259  0    72    72 11.2K 0.9%
 439  3657 mask      557   804  -       1   1  image  no     11259  0    72    72  221B 0.4%
 439  3658 image     837   881  rgb     3   8  jpeg   no     11263  0   113   113 97.9K 4.5%
 439  3659 image     612   220  rgb     3   8  jpeg   no     11265  0    83    83 31.3K 7.9%
 440  3660 image     557   346  rgb     3   8  jpeg   no     11272  0    72    72 6592B 1.1%
 440  3661 mask      557   346  -       1   1  image  no     11272  0    72    72  114B 0.5%
 440  3662 image     535   333  rgb     3   8  jpeg   no     11276  0    72    72 6652B 1.2%
 440  3663 smask     535   333  gray    1   8  image  no     11276  0    72    72  888B 0.5%
 440  3664 image     557   448  rgb     3   8  jpeg   no     11280  0    72    72 7799B 1.0%
 440  3665 mask      557   448  -       1   1  image  no     11280  0    72    72  136B 0.4%
 440  3666 image     615   223  rgb     3   8  jpeg   no     11284  0    87    87 34.2K 8.5%
 440  3667 image     646    83  rgb     3   8  jpeg   no     11286  0    87    88 26.9K  17%
 440  3668 image     263    68  rgb     3   8  jpeg   no     11288  0    72    72 10.4K  20%
 440  3669 image     536   103  rgb     3   8  jpeg   no     11290  0    72    73 34.9K  22%
 441  3670 image     557   679  rgb     3   8  jpeg   no     11298  0    72    72 10.7K 1.0%
 441  3671 mask      557   679  -       1   1  image  no     11298  0    72    72  194B 0.4%
 441  3672 image     535   446  rgb     3   8  jpeg   no     11302  0    72    72 7663B 1.1%
 441  3673 smask     535   446  gray    1   8  image  no     11302  0    72    72 1142B 0.5%
 441  3674 image     557   115  rgb     3   8  jpeg   no     11306  0    72    72 3502B 1.8%
 441  3675 mask      557   115  -       1   1  image  no     11306  0    72    72   57B 0.7%
 441  3676 image     434   208  rgb     3   8  jpeg   no     11310  0    72    72 22.5K 8.5%
 441  3677 image     434   238  rgb     3   8  jpeg   no     11312  0    72    72 24.6K 8.1%
 442  3678 image     557   804  rgb     3   8  jpeg   no     11320  0    72    72 11.2K 0.9%
 442  3679 mask      557   804  -       1   1  image  no     11320  0    72    72  221B 0.4%
 442  3680 image     535   406  rgb     3   8  jpeg   no     11324  0    72    72 5995B 0.9%
 442  3681 smask     535   406  gray    1   8  image  no     11324  0    72    72 1005B 0.5%
 442  3682 image     380   121  rgb     3   8  jpeg   no     11328  0    72    72 32.9K  24%
 442  3683 image     288   241  rgb     3   8  jpeg   no     11330  0    72    72 21.5K  11%
 442  3684 image     116   220  rgb     3   8  jpeg   no     11332  0    72    72 14.4K  19%
 443  3685 image     557    32  rgb     3   8  jpeg   no     11339  0    72    72 2491B 4.7%
 443  3686 mask      557    32  -       1   1  image  no     11339  0    72    72   38B 1.7%
 443  3687 image     535    19  rgb     3   8  jpeg   no     11343  0    72    72 2325B 7.6%
 443  3688 smask     535    19  gray    1   8  image  no     11343  0    72    72  134B 1.3%
 443  3689 image     557   419  rgb     3   8  jpeg   no     11347  0    72    72 8859B 1.3%
 443  3690 mask      557   419  -       1   1  image  no     11347  0    72    72  131B 0.4%
 443  3691 image     535    88  rgb     3   8  jpeg   no     11351  0    72    72 3512B 2.5%
 443  3692 smask     535    88  gray    1   8  image  no     11351  0    72    72  337B 0.7%
 443  3693 image     557   333  rgb     3   8  jpeg   no     11355  0    72    72 6307B 1.1%
 443  3694 mask      557   333  -       1   1  image  no     11355  0    72    72  109B 0.5%
 443  3695 image     434   119  rgb     3   8  jpeg   no     11359  0    72    72 21.2K  14%
 443  3696 image     450   106  rgb     3   8  jpeg   no     11361  0    72    72 29.4K  21%
 444  3697 image     557   560  rgb     3   8  jpeg   no     11370  0    72    72 9525B 1.0%
 444  3698 mask      557   560  -       1   1  image  no     11370  0    72    72  165B 0.4%
 444  3699 image     535   339  rgb     3   8  jpeg   no     11374  0    72    72 6557B 1.2%
 444  3700 smask     535   339  gray    1   8  image  no     11374  0    72    72  902B 0.5%
 444  3701 image     557   234  rgb     3   8  jpeg   no     11378  0    72    72 5029B 1.3%
 444  3702 mask      557   234  -       1   1  image  no     11378  0    72    72   84B 0.5%
 444  3703 image     368   196  rgb     3   8  jpeg   no     11382  0    72    72 26.2K  12%
 444  3704 image     385   211  rgb     3   8  jpeg   no     11384  0    72    72 29.3K  12%
 445  3705 image     557   792  rgb     3   8  jpeg   no     11392  0    72    72 12.3K 0.9%
 445  3706 mask      557   792  -       1   1  image  no     11392  0    72    72  220B 0.4%
 445  3707 image     535   439  rgb     3   8  jpeg   no     11396  0    72    72 7792B 1.1%
 445  3708 smask     535   439  gray    1   8  image  no     11396  0    72    72 1127B 0.5%
 445  3709 image     736   453  rgb     3   8  jpeg   no     11400  0    99    99 72.5K 7.4%
 445  3710 image     733   447  rgb     3   8  jpeg   no     11402  0   103   103 78.8K 8.2%
 446  3711 image     557   804  rgb     3   8  jpeg   no     11409  0    72    72 12.4K 0.9%
 446  3712 mask      557   804  -       1   1  image  no     11409  0    72    72  221B 0.4%
 446  3713 image     308   104  rgb     3   8  jpeg   no     11413  0    72    72 17.9K  19%
 446  3714 image     393   105  rgb     3   8  jpeg   no     11415  0    72    72 21.2K  18%
 447  3715 image     557   804  rgb     3   8  jpeg   no     11423  0    72    72 11.2K 0.9%
 447  3716 mask      557   804  -       1   1  image  no     11423  0    72    72  221B 0.4%
 447  3717 image     733   984  rgb     3   8  jpeg   no     11427  0    99    99 99.0K 4.7%
 448  3718 image     557   409  rgb     3   8  jpeg   no     11434  0    72    72 7587B 1.1%
 448  3719 mask      557   409  -       1   1  image  no     11434  0    72    72  129B 0.5%
 448  3720 image     535   268  rgb     3   8  jpeg   no     11438  0    72    72 5791B 1.3%
 448  3721 smask     535   268  gray    1   8  image  no     11438  0    72    72  742B 0.5%
 448  3722 image     557   385  rgb     3   8  jpeg   no     11442  0    72    72 7122B 1.1%
 448  3723 mask      557   385  -       1   1  image  no     11442  0    72    72  120B 0.4%
 448  3724 image     940   205  rgb     3   8  jpeg   no     11446  0   127   127 37.2K 6.6%
 448  3725 image     906   205  rgb     3   8  jpeg   no     11448  0   128   127 42.8K 7.9%
 448  3726 image     611   119  rgb     3   8  jpeg   no     11450  0    83    82 33.4K  16%
 449  3727 image     557   739  rgb     3   8  jpeg   no     11458  0    72    72 11.6K 1.0%
 449  3728 mask      557   739  -       1   1  image  no     11458  0    72    72  208B 0.4%
 449  3729 image     535   471  rgb     3   8  jpeg   no     11462  0    72    72 8176B 1.1%
 449  3730 smask     535   471  gray    1   8  image  no     11462  0    72    72 1199B 0.5%
 449  3731 image     557    55  rgb     3   8  jpeg   no     11466  0    72    72 2650B 2.9%
 449  3732 mask      557    55  -       1   1  image  no     11466  0    72    72   43B 1.1%
 449  3733 image     804   368  rgb     3   8  jpeg   no     11470  0   109   109 62.1K 7.2%
 449  3734 image     624   285  rgb     3   8  jpeg   no     11472  0    88    88 44.3K 8.5%
 450  3735 image     557   804  rgb     3   8  jpeg   no     11480  0    72    72 11.2K 0.9%
 450  3736 mask      557   804  -       1   1  image  no     11480  0    72    72  221B 0.4%
 450  3737 image     535   308  rgb     3   8  jpeg   no     11484  0    72    72 4835B 1.0%
 450  3738 smask     535   308  gray    1   8  image  no     11484  0    72    72  783B 0.5%
 450  3739 image     741   341  rgb     3   8  jpeg   no     11488  0   100   100 37.2K 5.0%
 450  3740 image     953   299  rgb     3   8  jpeg   no     11490  0   129   129 68.7K 8.2%
 450  3741 image     624   196  rgb     3   8  jpeg   no     11492  0    88    88 35.7K  10%
 451  3742 image     557    63  rgb     3   8  jpeg   no     11499  0    72    72 2814B 2.7%
 451  3743 mask      557    63  -       1   1  image  no     11499  0    72    72   47B 1.1%
 451  3744 image     535    50  rgb     3   8  jpeg   no     11503  0    72    72 1715B 2.1%
 451  3745 smask     535    50  gray    1   8  image  no     11503  0    72    72  210B 0.8%
 451  3746 image     557   731  rgb     3   8  jpeg   no     11507  0    72    72 11.4K 1.0%
 451  3747 mask      557   731  -       1   1  image  no     11507  0    72    72  203B 0.4%
 451  3748 image     535   157  rgb     3   8  jpeg   no     11511  0    72    72 2926B 1.2%
 451  3749 smask     535   157  gray    1   8  image  no     11511  0    72    72  445B 0.5%
 451  3750 image     860   343  rgb     3   8  jpeg   no     11515  0   116   116 50.0K 5.8%
 451  3751 image     937   310  rgb     3   8  jpeg   no     11517  0   127   127 65.8K 7.7%
 452  3752 image     557   191  rgb     3   8  jpeg   no     11525  0    72    72 4518B 1.4%
 452  3753 mask      557   191  -       1   1  image  no     11525  0    72    72   77B 0.6%
 452  3754 image     535   178  rgb     3   8  jpeg   no     11529  0    72    72 3260B 1.1%
 452  3755 smask     535   178  gray    1   8  image  no     11529  0    72    72  498B 0.5%
 452  3756 image     557   419  rgb     3   8  jpeg   no     11533  0    72    72 8859B 1.3%
 452  3757 mask      557   419  -       1   1  image  no     11533  0    72    72  131B 0.4%
 452  3758 image     535    88  rgb     3   8  jpeg   no     11537  0    72    72 3512B 2.5%
 452  3759 smask     535    88  gray    1   8  image  no     11537  0    72    72  337B 0.7%
 452  3760 image     557   174  rgb     3   8  jpeg   no     11541  0    72    72 4177B 1.4%
 452  3761 mask      557   174  -       1   1  image  no     11541  0    72    72   71B 0.6%
 452  3762 image     624   206  rgb     3   8  jpeg   no     11545  0    88    88 36.1K 9.6%
 452  3763 image     678   113  rgb     3   8  jpeg   no     11547  0    92    91 28.0K  12%
 452  3764 image     299    85  rgb     3   8  jpeg   no     11549  0    72    72 17.3K  23%
 453  3765 image     557   804  rgb     3   8  jpeg   no     11558  0    72    72 11.2K 0.9%
 453  3766 mask      557   804  -       1   1  image  no     11558  0    72    72  221B 0.4%
 453  3767 image     535   206  rgb     3   8  jpeg   no     11562  0    72    72 3505B 1.1%
 453  3768 smask     535   206  gray    1   8  image  no     11562  0    72    72  555B 0.5%
 453  3769 image     270    86  rgb     3   8  jpeg   no     11566  0    72    72 13.4K  20%
 453  3770 image     585   236  rgb     3   8  jpeg   no     11568  0    79    79 24.6K 6.1%
 453  3771 image     474   225  rgb     3   8  jpeg   no     11570  0    72    72 45.0K  14%
 454  3772 image     557   523  rgb     3   8  jpeg   no     11577  0    72    72 9117B 1.0%
 454  3773 mask      557   523  -       1   1  image  no     11577  0    72    72  156B 0.4%
 454  3774 image     535   510  rgb     3   8  jpeg   no     11581  0    72    72 8128B 1.0%
 454  3775 smask     535   510  gray    1   8  image  no     11581  0    72    72 1245B 0.5%
 454  3776 image     557   271  rgb     3   8  jpeg   no     11585  0    72    72 5455B 1.2%
 454  3777 mask      557   271  -       1   1  image  no     11585  0    72    72   93B 0.5%
 454  3778 image     535    89  rgb     3   8  jpeg   no     11589  0    72    72 2152B 1.5%
 454  3779 smask     535    89  gray    1   8  image  no     11589  0    72    72  292B 0.6%
 454  3780 image     474   225  rgb     3   8  jpeg   no     11593  0    72    72 46.7K  15%
 455  3781 image     557   168  rgb     3   8  jpeg   no     11601  0    72    72 4251B 1.5%
 455  3782 mask      557   168  -       1   1  image  no     11601  0    72    72   72B 0.6%
 455  3783 image     535   155  rgb     3   8  jpeg   no     11605  0    72    72 4124B 1.7%
 455  3784 smask     535   155  gray    1   8  image  no     11605  0    72    72  446B 0.5%
 455  3785 image     557   350  rgb     3   8  jpeg   no     11609  0    72    72 7871B 1.3%
 455  3786 mask      557   350  -       1   1  image  no     11609  0    72    72  115B 0.5%
 455  3787 image     535   143  rgb     3   8  jpeg   no     11613  0    72    72 4271B 1.9%
 455  3788 smask     535   143  gray    1   8  image  no     11613  0    72    72  461B 0.6%
 455  3789 image     557   266  rgb     3   8  jpeg   no     11617  0    72    72 5455B 1.2%
 455  3790 mask      557   266  -       1   1  image  no     11617  0    72    72   93B 0.5%
 456  3791 image     557   804  rgb     3   8  jpeg   no     11628  0    72    72 11.2K 0.9%
 456  3792 mask      557   804  -       1   1  image  no     11628  0    72    72  221B 0.4%
 456  3793 image     535    31  rgb     3   8  jpeg   no     11632  0    72    72 1381B 2.8%
 456  3794 smask     535    31  gray    1   8  image  no     11632  0    72    72  159B 1.0%
 456  3795 image     598   355  rgb     3   8  jpeg   no     11636  0    81    81 64.0K  10%
 456  3796 image     898   568  rgb     3   8  jpeg   no     11638  0   121   121 64.6K 4.3%
 457  3797 image     557   655  rgb     3   8  jpeg   no     11645  0    72    72 10.4K 1.0%
 457  3798 mask      557   655  -       1   1  image  no     11645  0    72    72  188B 0.4%
 457  3799 image     535   642  rgb     3   8  jpeg   no     11649  0    72    72 8889B 0.9%
 457  3800 smask     535   642  gray    1   8  image  no     11649  0    72    72 1542B 0.4%
 457  3801 image     557   139  rgb     3   8  jpeg   no     11653  0    72    72 3751B 1.6%
 457  3802 mask      557   139  -       1   1  image  no     11653  0    72    72   63B 0.7%
 457  3803 image     535    49  rgb     3   8  jpeg   no     11657  0    72    72 1745B 2.2%
 457  3804 smask     535    49  gray    1   8  image  no     11657  0    72    72  202B 0.8%
 457  3805 image     624   394  rgb     3   8  jpeg   no     11661  0    88    88 42.6K 5.9%
 458  3806 image     557   418  rgb     3   8  jpeg   no     11669  0    72    72 7517B 1.1%
 458  3807 mask      557   418  -       1   1  image  no     11669  0    72    72  131B 0.5%
 458  3808 image     535   405  rgb     3   8  jpeg   no     11673  0    72    72 7189B 1.1%
 458  3809 smask     535   405  gray    1   8  image  no     11673  0    72    72 1009B 0.5%
 458  3810 image     557   376  rgb     3   8  jpeg   no     11677  0    72    72 6910B 1.1%
 458  3811 mask      557   376  -       1   1  image  no     11677  0    72    72  119B 0.5%
 458  3812 image     535   274  rgb     3   8  jpeg   no     11681  0    72    72 4450B 1.0%
 458  3813 smask     535   274  gray    1   8  image  no     11681  0    72    72  708B 0.5%
 458  3814 image    1010   781  rgb     3   8  jpeg   no     11685  0   142   142  173K 7.5%
 458  3815 image    1063  1970  rgb     3   8  jpeg   no     11687  0   150   150  314K 5.1%
